Price,Brand,Model,Year,Condition,Transmission,Fuel,Capacity,Mileage
"Rs 4,300,000",Toyota,Aqua,2013,Used,Automatic,Hybrid,"1,500 cc","88,000 km"
"Rs 5,290,000",Toyota,Axio,2009,Used,Automatic,Petrol,"1,500 cc","98,000 km"
"Rs 3,825,000",Toyota,Mark,2000,Used,Tiptronic,Petrol,"2,000 cc","134,000 km"
"Rs 4,825,000",Toyota,Corolla,2008,Used,Automatic,Petrol,"1,590 cc","89,000 km"
"Rs 475,000",Nissan,Other Model,2010,Used,Manual,Petrol,"1,200 cc","125,000 km"
"Rs 14,850,000",BMW,X1,2019,Used,Automatic,Petrol,"1,500 cc","30,000 km"
"Rs 2,100,000",Nissan,Leaf,2014,Used,Automatic,Electric,80 cc,"43,000 km"
"Rs 5,550,000",Toyota,Axio,2010,Used,Automatic,Petrol,"1,500 cc","116,000 km"
"Rs 4,250,000",Toyota,Aqua,2013,Used,Automatic,Hybrid,"1,500 cc","135,000 km"
"Rs 5,750,000",Toyota,Prius,2013,Used,Automatic,Hybrid,"1,800 cc","106,000 km"
"Rs 2,475,000",Toyota,Corolla,1997,Used,Manual,Petrol,"1,330 cc","131,000 km"
"Rs 1,830,000",Suzuki,Alto,2005,Used,Manual,Petrol,"1,000 cc","155,000 km"
"Rs 8,490,000",Honda,Vezel,2017,Used,Automatic,Hybrid,"1,500 cc","55,000 km"
"Rs 4,465,000",Suzuki,Wagon R Stingray,2018,Used,Automatic,Hybrid,660 cc,"30,000 km"
"Rs 750,000",Nissan,Sunny,1987,Used,Manual,Petrol,"1,000 cc","150,000 km"
"Rs 5,500,000",BMW,735Li,2003,Used,Automatic,Petrol,"3,500 cc","160,000 km"
"Rs 6,390,000",Toyota,Vitz,2019,Used,Automatic,Petrol,"1,000 cc","28,000 km"
"Rs 2,700,000",Maruti Suzuki,Alto,2017,Used,Manual,Petrol,800 cc,"68,000 km"
"Rs 895,000",Maruti Suzuki,800,1997,Used,Manual,Petrol,800 cc,"94,125 km"
"Rs 15,750,000",Honda,CRV,2019,Used,Automatic,Petrol,"1,500 cc","50,000 km"
"Rs 3,665,000",Suzuki,Wagon R,2015,Used,Automatic,Petrol,650 cc,"56,000 km"
"Rs 4,550,000",Toyota,Corolla,2008,Used,Automatic,Petrol,"1,590 cc","80,000 km"
"Rs 4,300,000",Micro,Kyron,2009,Used,Manual,Diesel,"2,000 cc","159,000 km"
"Rs 22,700,000",Mercedes Benz,E350,2017,Used,Automatic,Petrol,"2,000 cc","17,000 km"
"Rs 3,550,000",Toyota,Prius,2007,Used,Automatic,Petrol,"1,500 cc","141,000 km"
"Rs 2,750,000",Toyota,Hilux,1992,Used,Manual,Diesel,"2,500 cc","200,000 km"
"Rs 3,850,000",Nissan,Tiida,2009,Used,Automatic,Petrol,"1,500 cc","70,000 km"
"Rs 2,350,000",Micro,Panda,2017,Used,Manual,Petrol,"1,000 cc","20,600 km"
"Rs 695,000",Toyota,Corolla,1986,Used,Manual,Petrol,"1,290 cc","16,500 km"
"Rs 1,795,000",Tata,Indigo,2006,Used,Manual,Petrol,"1,405 cc","98,000 km"
"Rs 3,990,000",Daihatsu,Cast Activa,2016,Used,Automatic,Hybrid,660 cc,"83,000 km"
"Rs 19,150,000",Toyota,Land Cruiser Prado,2011,Used,Automatic,Petrol,"2,700 cc","103,978 km"
"Rs 6,500,000",Honda,Jade,2015,Used,Tiptronic,Hybrid,"1,500 cc","56,000 km"
"Rs 3,640,000",Suzuki,Wagon R,2015,Used,Automatic,Petrol,600 cc,"76,000 km"
"Rs 5,550,000",Toyota,Corolla,2011,Used,Automatic,Petrol,"1,600 cc","180,000 km"
"Rs 27,000,000",Toyota,Land Cruiser Prado,2013,Used,Automatic,Diesel,"2,000 cc","77,000 km"
"Rs 14,500,000",Kia,Sorento,2015,Used,Automatic,Diesel,"2,200 cc","105,000 km"
"Rs 11,500,000",Audi,Q3,2016,Used,Automatic,Petrol,"1,400 cc","90,000 km"
"Rs 3,540,000",Suzuki,Wagon R FX,2016,Used,Automatic,Hybrid,660 cc,"95,000 km"
"Rs 3,100,000",Suzuki,Celerio,2015,Used,Manual,Petrol,"1,000 cc","108,000 km"
"Rs 15,000,000",Honda,CRV,2018,Used,Automatic,Petrol,"1,498 cc","34,000 km"
"Rs 1,095,000",Tata,Nano,2011,Used,Manual,Petrol,625 cc,"76,700 km"
"Rs 8,000,000",Toyota,Premio,2014,Used,Automatic,Petrol,"1,500 cc","79,000 km"
"Rs 3,250,000",Nissan,Sunny,2003,Used,Automatic,Petrol,"1,400 cc","200,000 km"
"Rs 2,000,000",Mitsubishi,RVR,1997,Used,Automatic,Diesel,"1,999 cc","233,946 km"
"Rs 16,490,000",Honda,CRV,2020,Used,Automatic,Petrol,"1,500 cc","40,000 km"
"Rs 7,350,000",Mazda,Axela,2015,Used,Automatic,Hybrid,"1,990 cc","73,000 km"
"Rs 13,750,000",Audi,Q5,2015,Reconditioned,Automatic,Petrol,"2,000 cc","61,000 km"
"Rs 9,500,000",Audi,A8,2009,Used,Tiptronic,Petrol,"4,200 cc","79,000 km"
"Rs 1,260,000",Nissan,Sunny,1988,Used,Manual,Petrol,"1,490 cc","267,000 km"
"Rs 4,000,000",Mercedes Benz,C220,2001,Used,Automatic,Diesel,"2,200 cc","146,000 km"
"Rs 22,700,000",Mercedes Benz,E350,2017,Used,Automatic,Petrol,"2,000 cc","13,000 km"
"Rs 4,350,000",Suzuki,Wagon R Stingray,2017,Used,Automatic,Petrol,650 cc,"49,500 km"
"Rs 8,500,000",Audi,Q3,2013,Used,Automatic,Petrol,"2,000 cc","69,000 km"
"Rs 925,000",Tata,Nano,2012,Used,Manual,Petrol,624 cc,"120,000 km"
"Rs 5,800,000",Mitsubishi,L200,2008,Used,Manual,Diesel,"2,700 cc","240,000 km"
"Rs 8,400,000",Toyota,CHR,2017,Used,Automatic,Petrol,"1,000 cc","64,000 km"
"Rs 5,490,000",Toyota,Aqua,2015,Used,Automatic,Hybrid,"1,490 cc","81,755 km"
"Rs 2,075,000",Datsun,Redi Go,2016,Used,Manual,Petrol,800 cc,"40,125 km"
"Rs 650,000",Nissan,Sunny,1984,Used,Manual,Petrol,"1,300 cc","130,000 km"
"Rs 4,175,000",Honda,Fit She's,2012,Used,Automatic,Hybrid,"1,330 cc","119,000 km"
"Rs 685,000",Nissan,AD Wagon,1987,Used,Manual,Petrol,"1,300 cc","85,000 km"
"Rs 3,695,000",Toyota,Vitz,2007,Used,Automatic,Petrol,"1,000 cc","76,500 km"
"Rs 750,000",Daihatsu,Charade,1984,Used,Manual,Petrol,"1,000 cc","128,000 km"
"Rs 3,700,000",BMW,523i,1997,Used,Tiptronic,Petrol,"2,500 cc","219,011 km"
"Rs 1,975,000",Suzuki,Alto,2011,Used,Manual,Petrol,"1,000 cc","1,000 km"
"Rs 15,790,000",Honda,CRV,2019,Used,Automatic,Petrol,"1,500 cc","16,000 km"
"Rs 1,675,000",Mitsubishi,4DR,1976,Used,Manual,Diesel,"1,980 cc","100,000 km"
"Rs 1,350,000",Micro,Trend,2009,Used,Manual,Petrol,"1,000 cc","125,000 km"
"Rs 3,450,000",Micro,Actyon,2009,Used,Automatic,Petrol,"2,000 cc","79,500 km"
"Rs 11,550,000",Audi,A3,2016,Reconditioned,Automatic,Petrol,"1,400 cc","20,800 km"
"Rs 3,375,000",Suzuki,Alto,2014,Used,Automatic,Petrol,650 cc,"65,000 km"
"Rs 15,000,000",Mercedes Benz,E300,2013,Used,Automatic,Diesel,"2,150 cc","91,000 km"
"Rs 19,000,000",Mercedes Benz,E200,2017,Used,Tiptronic,Petrol,"1,991 cc","132,000 km"
"Rs 2,750,000",Suzuki,Alto,2015,Used,Manual,Petrol,"1,000 cc","77,000 km"
"Rs 2,850,000",Peugeot,206,2004,Used,Manual,Petrol,"1,360 cc","66,000 km"
"Rs 13,550,000",Mercedes Benz,E220,2014,Used,Automatic,Diesel,"2,200 cc","40,000 km"
"Rs 10,300,000",Audi,A3,2015,Used,Automatic,Petrol,"1,800 cc","104,000 km"
"Rs 760,000",Mitsubishi,Lancer,1984,Used,Manual,Petrol,"1,410 cc","240,000 km"
"Rs 13,500,000",Mercedes Benz,CLA 180,2017,Used,Automatic,Petrol,"1,600 cc","23,000 km"
"Rs 7,325,000",Nissan,X-Trail,2015,Used,Automatic,Hybrid,"2,000 cc","75,000 km"
"Rs 11,790,000",Audi,A3,2018,Used,Automatic,Petrol,"1,000 cc","23,000 km"
"Rs 3,450,000",Mahindra,Other Model,2015,Used,Manual,Diesel,"2,500 cc","200,000 km"
"Rs 17,200,000",Toyota,Hilux,2019,Used,Automatic,Diesel,"2,800 cc","38,000 km"
"Rs 4,585,000",Suzuki,Wagon R Stingray,2018,Used,Automatic,Petrol,650 cc,"32,000 km"
"Rs 3,850,000",Kia,Picanto,2016,Used,Automatic,Petrol,"1,000 cc","112,000 km"
"Rs 13,490,000",Peugeot,3008,2019,Used,Automatic,Petrol,"1,200 cc","8,000 km"
"Rs 46,500,000",Land Rover,Range Rover Sport,2019,Used,Automatic,Petrol,"2,000 cc","9,000 km"
"Rs 8,700,000",Mitsubishi,Outlander,2014,Used,Automatic,Hybrid,"2,000 cc","94,000 km"
"Rs 4,050,000",Toyota,Premio,2002,Used,Automatic,Petrol,"1,500 cc","145,000 km"
"Rs 1,475,000",Suzuki,Maruti,2010,Used,Manual,Petrol,800 cc,"50,000 km"
"Rs 2,700,000",Chevrolet,Cruze,2002,Used,Automatic,Petrol,"1,300 cc","133,000 km"
"Rs 2,150,000",Suzuki,Vitara,2005,Used,Manual,Petrol,"1,400 cc","225,000 km"
"Rs 2,325,000",Maruti Suzuki,Other Model,2010,Used,Manual,Petrol,"1,000 cc","85,000 km"
"Rs 3,450,000",Toyota,IST,2003,Used,Automatic,Petrol,"1,300 cc","120,000 km"
"Rs 2,495,000",Chevrolet,Aveo,2008,Used,Manual,Petrol,"1,198 cc","114,169 km"
"Rs 685,000",Mazda,Familia,1986,Used,Manual,Petrol,"1,500 cc","74,000 km"
"Rs 6,790,000",Toyota,Vitz,2019,Used,Automatic,Petrol,990 cc,"20,000 km"
"Rs 895,000",Honda,Civic,1985,Used,Automatic,Petrol,"1,500 cc","125,394 km"
"Rs 4,375,000",Toyota,Aqua,2012,Used,Automatic,Petrol,"1,500 cc","121,000 km"
"Rs 5,600,000",Toyota,Allion,2007,Used,Automatic,Petrol,"1,500 cc","160,000 km"
"Rs 7,800,000",Nissan,X-Trail,2014,Used,Automatic,Petrol,"2,000 cc","104,000 km"
"Rs 43,500,000",Toyota,Land Cruiser Sahara,2015,Used,Automatic,Petrol,"4,400 cc","190,000 km"
"Rs 3,650,000",Suzuki,Wagon R FX,2017,Used,Automatic,Petrol,650 cc,"48,000 km"
"Rs 7,650,000",Toyota,Axio,2016,Used,Automatic,Petrol,"1,500 cc","5,900 km"
"Rs 14,850,000",Toyota,Fortuner,2013,Used,Automatic,Diesel,"3,000 cc","62,000 km"
"Rs 45,500,000",Land Rover,Range Rover Sport,2018,Used,Automatic,Diesel,"2,000 cc","34,000 km"
"Rs 1,275,000",Volvo,850,1996,Used,Manual,Petrol,"2,000 cc","115,000 km"
"Rs 2,790,000",Suzuki,A-Star,2013,Used,Automatic,Petrol,"1,000 cc","83,000 km"
"Rs 1,200,000",Nissan,Bluebird,1984,Used,Automatic,Diesel,"1,500 cc","50,000 km"
"Rs 5,350,000",Toyota,Passo,2017,Used,Automatic,Petrol,"1,000 cc","38,000 km"
"Rs 5,350,000",Honda,N-Box,2017,Reconditioned,Automatic,Petrol,650 cc,"12,000 km"
"Rs 3,990,000",Nissan,X-Trail,2006,Used,Manual,Petrol,"2,490 cc","158,000 km"
"Rs 850,000",Toyota,Corona,1989,Used,Manual,Diesel,"1,400 cc","56,809 km"
"Rs 4,375,000",Daihatsu,Terios,2006,Used,Automatic,Petrol,"1,500 cc","117,000 km"
"Rs 4,890,000",Honda,Fit Shuttle,2014,Used,Automatic,Hybrid,"1,330 cc","140,000 km"
"Rs 4,100,000",Toyota,Belta,2007,Used,Automatic,Petrol,"1,000 cc","188,000 km"
"Rs 2,950,000",Suzuki,Swift,2004,Used,Automatic,Petrol,"1,300 cc","120,000 km"
"Rs 620,000",Nissan,Sunny,1983,Used,Manual,Petrol,"1,300 cc","65,896 km"
"Rs 12,250,000",Audi,A6,2013,Used,Automatic,Petrol,"1,800 cc","40,000 km"
"Rs 3,795,000",Toyota,Prius,2008,Used,Automatic,Hybrid,"1,500 cc","190,000 km"
"Rs 3,130,000",Suzuki,Celerio,2015,Used,Manual,Petrol,"1,000 cc","61,000 km"
"Rs 1,375,000",Tata,Nano,2015,Used,Manual,Petrol,650 cc,"63,000 km"
"Rs 3,885,000",Suzuki,Wagon R FX,2017,Used,Automatic,Petrol,650 cc,"49,000 km"
"Rs 2,390,000",Micro,Panda,2016,Used,Manual,Petrol,"1,300 cc","9,000 km"
"Rs 2,750,000",Suzuki,Swift,2003,Used,Automatic,Petrol,"1,300 cc","165,000 km"
"Rs 3,390,000",Toyota,Passo,2007,Used,Automatic,Petrol,"1,300 cc","129,000 km"
"Rs 3,790,000",Suzuki,Alto,2017,Reconditioned,Automatic,Petrol,660 cc,"16,054 km"
"Rs 4,850,000",Toyota,Passo,2018,Used,Automatic,Petrol,"1,000 cc","37,542 km"
"Rs 3,390,000",Suzuki,Celerio,2015,Used,Tiptronic,Petrol,"1,000 cc","78,000 km"
"Rs 2,290,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"75,000 km"
"Rs 520,000",Nissan,Sunny,1978,Used,Manual,Petrol,"1,400 cc","200,000 km"
"Rs 690,000",Mitsubishi,Lancer,1986,Used,Manual,Petrol,"1,500 cc","167,854 km"
"Rs 1,850,000",Maruti Suzuki,Alto,2011,Used,Manual,Petrol,800 cc,"95,000 km"
"Rs 2,290,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"76,000 km"
"Rs 975,000",Hyundai,Excel,1993,Used,Manual,Petrol,"1,468 cc","500,000 km"
"Rs 1,125,000",Daihatsu,Cuore,1996,Used,Manual,Petrol,800 cc,"185,000 km"
"Rs 1,475,000",Nissan,Cefiro,2000,Used,Automatic,Petrol,"2,000 cc","100,000 km"
"Rs 45,500,000",Land Rover,Range Rover Sport,2019,Used,Automatic,Diesel,"2,000 cc","28,000 km"
"Rs 55,000,000",Land Rover,Range Rover,2019,Used,Automatic,Petrol,"2,000 cc","17,000 km"
"Rs 61,500,000",Land Rover,Range Rover,2019,Reconditioned,Automatic,Petrol,"2,000 cc","20,000 km"
"Rs 39,200,000",BMW,740Le,2019,Used,Automatic,Petrol,"2,000 cc","17,000 km"
"Rs 775,000",Mitsubishi,Lancer,1984,Used,Manual,Petrol,"1,400 cc","28,000 km"
"Rs 65,000,000",Toyota,Land Cruiser Prado,2018,Used,Tiptronic,Diesel,"2,800 cc","20,000 km"
"Rs 12,500,000",Toyota,Land Cruiser Prado,2007,Used,Automatic,Diesel,"3,000 cc","115,000 km"
"Rs 14,000,000",Mitsubishi,L200,2018,Used,Tiptronic,Diesel,"2,200 cc","9,000 km"
"Rs 4,180,000",Suzuki,Wagon R Stingray,2017,Used,Automatic,Petrol,660 cc,"47,800 km"
"Rs 1,575,000",Kia,Rio,2001,Used,Manual,Petrol,"1,500 cc","190,000 km"
"Rs 5,150,000",Toyota,Prius,2010,Used,Automatic,Hybrid,"1,800 cc","140,000 km"
"Rs 5,900,000",Micro,Rexton,2009,Used,Automatic,Diesel,"2,700 cc","135,000 km"
"Rs 1,775,000",Toyota,Corolla,1993,Used,Manual,Diesel,"2,000 cc","185,000 km"
"Rs 13,700,000",Toyota,Fortuner,2013,Used,Automatic,Diesel,"3,000 cc","180,000 km"
"Rs 5,790,000",Toyota,Axio,2015,Used,Automatic,Hybrid,"1,490 cc","71,247 km"
"Rs 18,750,000",Mercedes Benz,C200,2018,Used,Tiptronic,Petrol,"1,490 cc","16,900 km"
"Rs 4,340,000",Suzuki,Wagon R Stingray,2017,Used,Automatic,Hybrid,660 cc,"24,000 km"
"Rs 895,000",Mitsubishi,Lancer,1981,Used,Manual,Petrol,"1,400 cc","150,000 km"
"Rs 3,890,000",Suzuki,Spacia,2016,Used,Automatic,Hybrid,650 cc,"85,000 km"
"Rs 15,900,000",Mercedes Benz,E300,2014,Used,Automatic,Diesel,"2,143 cc","38,745 km"
"Rs 28,500,000",BMW,740e,2017,Used,Automatic,Petrol,"2,000 cc","32,200 km"
"Rs 3,875,000",Suzuki,Spacia,2017,Used,Automatic,Petrol,650 cc,"77,500 km"
"Rs 1,950,000",Micro,Panda,2014,Used,Manual,Petrol,"1,000 cc","69,000 km"
"Rs 10,725,000",Honda,Vezel,2019,Used,Automatic,Petrol,"1,500 cc","23,300 km"
"Rs 69,500,000",Land Rover,Range Rover,2019,Used,Automatic,Hybrid,"2,000 cc","8,000 km"
"Rs 5,825,000",Toyota,Aqua,2015,Used,Automatic,Petrol,"1,500 cc","82,000 km"
"Rs 1,400,000",Micro,Trend,2013,Used,Manual,Petrol,"1,000 cc","28,000 km"
"Rs 4,750,000",Nissan,March,2010,Used,Automatic,Petrol,"1,200 cc","28,000 km"
"Rs 7,500,000",Toyota,Harrier,2009,Used,Automatic,Petrol,"3,310 cc","143,992 km"
"Rs 1,975,000",Nissan,March,2001,Used,Automatic,Petrol,"1,000 cc","121,400 km"
"Rs 18,500,000",Toyota,Land Cruiser Prado,2010,Used,Manual,Diesel,"3,000 cc","110,000 km"
"Rs 1,577,500",Maruti Suzuki,Zen,2001,Used,Manual,Petrol,"1,000 cc","132,280 km"
"Rs 23,500,000",Lexus,NX300H,2017,Reconditioned,Automatic,Petrol,"1,500 cc","5,200 km"
"Rs 2,765,000",Perodua,Viva Elite,2011,Used,Manual,Petrol,"1,000 cc","65,000 km"
"Rs 670,000",Toyota,Corolla,1978,Used,Manual,Petrol,"1,450 cc","50,000 km"
"Rs 3,400,000",Suzuki,Wagon R,2014,Used,Automatic,Hybrid,650 cc,"103,000 km"
"Rs 3,295,000",Toyota,Other Model,1999,Used,Automatic,Petrol,"1,500 cc","165,000 km"
"Rs 990,000",Chery,QQ,2005,Used,Manual,Petrol,800 cc,"120,000 km"
"Rs 690,000",Nissan,Dutsun,1980,Used,Manual,Diesel,"1,300 cc","100,000 km"
"Rs 19,000,000",Jeep,Wrangler,2013,Used,Automatic,Petrol,"3,600 cc","61,000 km"
"Rs 4,500,000",Toyota,Vitz,2011,Used,Automatic,Petrol,990 cc,"67,000 km"
"Rs 11,500,000",Mitsubishi,Xpander,2020,Used,Automatic,Petrol,"1,500 cc","16,000 km"
"Rs 9,875,000",Honda,Vezel,2018,Used,Automatic,Hybrid,"1,500 cc","39,441 km"
"Rs 42,500,000",Land Rover,Discovery,2017,New,Automatic,Diesel,"3,000 cc",0 km
"Rs 42,500,000",BMW,740Le,2018,Reconditioned,Automatic,Petrol,"2,000 cc","1,400 km"
"Rs 4,100,000",Suzuki,Wagon R,2017,Used,Automatic,Hybrid,650 cc,"11,420 km"
"Rs 2,175,000",Datsun,Redi Go,2016,Used,Manual,Petrol,800 cc,"60,000 km"
"Rs 4,000,000",Toyota,Prius,2008,Used,Automatic,Petrol,"1,500 cc","196,000 km"
"Rs 550,000",Peugeot,505,1975,Used,Manual,Diesel,"1,800 cc","200,000 km"
"Rs 18,500,000",Toyota,Alphard,2013,Used,Automatic,Hybrid,"2,400 cc","48,000 km"
"Rs 1,560,000",Micro,Panda,2011,Used,Manual,Petrol,"1,342 cc","97,400 km"
"Rs 7,950,000",Toyota,Yaris,2018,Used,Automatic,Petrol,"1,300 cc","20,000 km"
"Rs 2,360,000",Micro,Panda Cross,2015,Used,Manual,Petrol,"1,300 cc","41,066 km"
"Rs 4,500,000",BMW,525i,2003,Used,Manual,Petrol,"2,500 cc","114,200 km"
"Rs 3,690,000",Suzuki,Celerio,2017,Used,Automatic,Petrol,"1,000 cc","45,000 km"
"Rs 30,500,000",Mercedes Benz,GLE 300D,2018,Used,Automatic,Diesel,"2,200 cc","13,000 km"
"Rs 6,750,000",Toyota,Vitz,2019,Reconditioned,Automatic,Petrol,"1,000 cc","12,000 km"
"Rs 44,000,000",Mercedes Benz,GLE 300D,2019,New,Automatic,Diesel,"2,200 cc",0 km
"Rs 3,700,000",Toyota,Hilux,1990,Used,Manual,Diesel,"3,000 cc","200,000 km"
"Rs 2,300,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"30,920 km"
"Rs 2,300,000",Zotye,Nomad,2011,Used,Manual,Petrol,"1,300 cc","32,000 km"
"Rs 7,700,000",Mini,Cooper,2013,Used,Manual,Petrol,"1,300 cc","54,000 km"
"Rs 595,000",Nissan,Sunny,1983,Used,Manual,Petrol,"1,300 cc","192,965 km"
"Rs 4,450,000",Toyota,Corolla,2004,Used,Automatic,Petrol,"1,500 cc","126,000 km"
"Rs 4,350,000",Suzuki,Wagon R Stingray,2018,Used,Automatic,Petrol,"1,500 cc","35,000 km"
"Rs 8,495,000",DFSK,Glory,2021,New,Tiptronic,Petrol,"1,500 cc",0 km
"Rs 3,425,000",Toyota,IST,2003,Used,Automatic,Petrol,"1,300 cc","212,000 km"
"Rs 1,370,000",Maruti Suzuki,800,2007,Used,Manual,Petrol,800 cc,"70,000 km"
"Rs 2,590,000",Nissan,Sunny,2001,Used,Automatic,Petrol,"1,500 cc","123,000 km"
"Rs 1,385,000",Micro,Trend,2013,Used,Manual,Petrol,"1,000 cc","56,000 km"
"Rs 2,050,000",Kia,Carens,2003,Used,Manual,Petrol,"1,700 cc","137,000 km"
"Rs 490,000",Toyota,Corona,1984,Used,Manual,Petrol,"1,500 cc","120,000 km"
"Rs 4,150,000",Daihatsu,Mira,2019,Used,Automatic,Petrol,650 cc,"37,000 km"
"Rs 3,000,000",Suzuki,Celerio,2015,Used,Manual,Petrol,996 cc,"109,592 km"
"Rs 1,525,000",Maruti Suzuki,Zen,2006,Used,Manual,Petrol,"1,000 cc","88,000 km"
"Rs 2,325,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"90,100 km"
"Rs 4,300,000",Suzuki,Wagon R Stingray,2018,Used,Automatic,Hybrid,650 cc,"60,000 km"
"Rs 980,000",Nissan,Bluebird,1991,Used,Manual,Diesel,"2,000 cc","165,930 km"
"Rs 2,395,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"54,000 km"
"Rs 2,300,000",Toyota,Soluna,2002,Used,Manual,Petrol,"1,500 cc","78,000 km"
"Rs 3,675,000",Micro,Emgrand,2017,Used,Automatic,Petrol,"1,800 cc","41,500 km"
"Rs 650,000",Nissan,Pulsar,1984,Used,Manual,Petrol,"1,500 cc","65,000 km"
"Rs 2,895,000",Nissan,Sunny,2004,Used,Manual,Petrol,"1,295 cc","214,797 km"
"Rs 2,495,000",Suzuki,Alto,2016,Used,Manual,Petrol,800 cc,"59,000 km"
"Rs 3,600,000",Suzuki,Wagon R Stingray,2015,Used,Automatic,Petrol,"1,500 cc","66,000 km"
"Rs 1,625,000",Micro,Panda,2012,Used,Manual,Petrol,"1,300 cc","80,000 km"
"Rs 3,450,000",Toyota,Passo,2010,Used,Automatic,Petrol,990 cc,"137,500 km"
"Rs 10,750,000",Toyota,Premio,2017,Used,Automatic,Petrol,"1,490 cc","42,000 km"
"Rs 3,600,000",Suzuki,Wagon R Stingray,2015,Used,Automatic,Hybrid,660 cc,"99,600 km"
"Rs 6,895,000",DFSK,Glory,2021,New,Tiptronic,Petrol,"1,500 cc",0 km
"Rs 990,000",Toyota,Camry,1990,Used,Manual,Diesel,"1,800 cc","200,000 km"
"Rs 3,300,000",Mazda,Demio,2007,Used,Automatic,Petrol,"1,800 cc","135,000 km"
"Rs 2,590,000",Perodua,Viva Elite,2010,Used,Manual,Petrol,"1,000 cc","72,000 km"
"Rs 2,490,000",Hyundai,Eon,2015,Used,Manual,Petrol,800 cc,"45,000 km"
"Rs 5,875,000",Toyota,Vitz,2018,Used,Automatic,Petrol,990 cc,"31,500 km"
"Rs 5,950,000",Toyota,Vitz,2018,Used,Automatic,Petrol,650 cc,"26,000 km"
"Rs 6,150,000",Toyota,Vitz,2018,Used,Automatic,Petrol,650 cc,"62,500 km"
"Rs 8,300,000",Toyota,Prius,2016,Used,Automatic,Hybrid,"1,800 cc","46,000 km"
"Rs 4,295,000",Suzuki,Wagon R,2017,Used,Automatic,Petrol,660 cc,"25,000 km"
"Rs 10,900,000",Audi,Q2,2017,Used,Automatic,Petrol,"1,000 cc","37,000 km"
"Rs 10,800,000",Audi,Q2,2017,Used,Automatic,Petrol,"1,000 cc","36,000 km"
"Rs 3,875,000",Suzuki,Spacia,2016,Used,Automatic,Hybrid,600 cc,"43,800 km"
"Rs 6,200,000",Kia,Sportage,2011,Used,Automatic,Petrol,"2,000 cc","72,000 km"
"Rs 10,600,000",BMW,520i,2011,Used,Automatic,Petrol,"2,000 cc","79,000 km"
"Rs 3,800,000",Honda,Freed,2014,Used,Automatic,Hybrid,"1,500 cc","125,000 km"
"Rs 10,600,000",BMW,523i,2010,Used,Automatic,Petrol,"2,500 cc","81,000 km"
"Rs 8,850,000",Suzuki,Vitara,2018,Used,Automatic,Petrol,"1,000 cc","42,000 km"
"Rs 430,000",Toyota,Corolla,1980,Used,Manual,Petrol,"1,300 cc","100,000 km"
"Rs 5,600,000",Hyundai,Sonata,2011,Used,Automatic,Petrol,"2,000 cc","112,000 km"
"Rs 5,600,000",Toyota,Allion,2007,Used,Automatic,Petrol,"1,500 cc","136,000 km"
"Rs 4,250,000",Micro,Actyon,2012,Used,Automatic,Diesel,"2,000 cc","72,000 km"
"Rs 18,500,000",Land Rover,Range Rover Sport,2011,Used,Automatic,Petrol,"5,000 cc","70,000 km"
"Rs 2,850,000",Chevrolet,Cruze,2004,Used,Automatic,Petrol,"1,320 cc","116,000 km"
"Rs 3,390,000",Nissan,Sunny,2002,Used,Automatic,Petrol,"1,500 cc","167,342 km"
"Rs 13,500,000",BMW,X1,2016,Used,Automatic,Petrol,"1,500 cc","42,000 km"
"Rs 3,875,000",Honda,Insight,2009,Used,Automatic,Petrol,"1,330 cc","192,116 km"
"Rs 850,000",Nissan,March,1986,Used,Manual,Petrol,"1,000 cc","146,151 km"
"Rs 5,100,000",Toyota,Vitz,2015,Used,Automatic,Petrol,"1,797 cc","50,500 km"
"Rs 7,750,000",Nissan,X-Trail,2016,Used,Automatic,Hybrid,"2,000 cc","85,000 km"
"Rs 3,750,000",Suzuki,Wagon R,2017,Used,Automatic,Hybrid,650 cc,"52,000 km"
"Rs 645,000",Toyota,Carina,1987,Used,Manual,Petrol,"1,450 cc","214,000 km"
"Rs 5,990,000",Toyota,Roomy,2017,Reconditioned,Automatic,Petrol,"1,000 cc","19,650 km"
"Rs 3,500,000",Suzuki,Spacia,2016,Used,Automatic,Petrol,658 cc,"90,000 km"
"Rs 6,895,000",DFSK,Glory,2021,New,Tiptronic,Petrol,"1,500 cc",0 km
"Rs 5,950,000",Honda,Vezel,2014,Used,Automatic,Petrol,"1,500 cc","78,000 km"
"Rs 5,975,000",Honda,Vezel,2014,Used,Automatic,Petrol,"1,500 cc","91,000 km"
"Rs 5,800,000",Honda,Vezel,2014,Used,Automatic,Petrol,"1,500 cc","78,000 km"
"Rs 15,500,000",Mitsubishi,L200,2020,New,Automatic,Diesel,"2,422 cc",0 km
"Rs 4,350,000",Suzuki,Wagon R Stingray,2018,Used,Automatic,Petrol,650 cc,"68,000 km"
"Rs 3,450,000",Daihatsu,Hijet,2015,Used,Automatic,Petrol,650 cc,"98,000 km"
"Rs 3,590,000",Suzuki,Wagon R FZ,2015,Used,Automatic,Petrol,650 cc,"50,000 km"
